@relation segment

@attribute original numeric
@attribute Hue numeric
@attribute Saturation numeric
@attribute Brightness numeric
@attribute Sobel_filter_0.0 numeric
@attribute Hessian_0.0 numeric
@attribute Hessian_Trace_0.0 numeric
@attribute Hessian_Determinant_0.0 numeric
@attribute Hessian_Eigenvalue_1_0.0 numeric
@attribute Hessian_Eigenvalue_2_0.0 numeric
@attribute Hessian_Orientation_0.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_0.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Hessian_1.0 numeric
@attribute Hessian_Trace_1.0 numeric
@attribute Hessian_Determinant_1.0 numeric
@attribute Hessian_Eigenvalue_1_1.0 numeric
@attribute Hessian_Eigenvalue_2_1.0 numeric
@attribute Hessian_Orientation_1.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_1.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Hessian_2.0 numeric
@attribute Hessian_Trace_2.0 numeric
@attribute Hessian_Determinant_2.0 numeric
@attribute Hessian_Eigenvalue_1_2.0 numeric
@attribute Hessian_Eigenvalue_2_2.0 numeric
@attribute Hessian_Orientation_2.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_2.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_2.0 numeric
@attribute Difference_of_gaussians_2.0_1.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Hessian_4.0 numeric
@attribute Hessian_Trace_4.0 numeric
@attribute Hessian_Determinant_4.0 numeric
@attribute Hessian_Eigenvalue_1_4.0 numeric
@attribute Hessian_Eigenvalue_2_4.0 numeric
@attribute Hessian_Orientation_4.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_4.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_4.0 numeric
@attribute Difference_of_gaussians_4.0_1.0 numeric
@attribute Difference_of_gaussians_4.0_2.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Hessian_8.0 numeric
@attribute Hessian_Trace_8.0 numeric
@attribute Hessian_Determinant_8.0 numeric
@attribute Hessian_Eigenvalue_1_8.0 numeric
@attribute Hessian_Eigenvalue_2_8.0 numeric
@attribute Hessian_Orientation_8.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_8.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_8.0 numeric
@attribute Difference_of_gaussians_8.0_1.0 numeric
@attribute Difference_of_gaussians_8.0_2.0 numeric
@attribute Difference_of_gaussians_8.0_4.0 numeric
@attribute Gaussian_blur_16.0 numeric
@attribute Sobel_filter_16.0 numeric
@attribute Hessian_16.0 numeric
@attribute Hessian_Trace_16.0 numeric
@attribute Hessian_Determinant_16.0 numeric
@attribute Hessian_Eigenvalue_1_16.0 numeric
@attribute Hessian_Eigenvalue_2_16.0 numeric
@attribute Hessian_Orientation_16.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_16.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_16.0 numeric
@attribute Difference_of_gaussians_16.0_1.0 numeric
@attribute Difference_of_gaussians_16.0_2.0 numeric
@attribute Difference_of_gaussians_16.0_4.0 numeric
@attribute Difference_of_gaussians_16.0_8.0 numeric
@attribute Membrane_projections_0_19_1 numeric
@attribute Membrane_projections_1_19_1 numeric
@attribute Membrane_projections_2_19_1 numeric
@attribute Membrane_projections_3_19_1 numeric
@attribute Membrane_projections_4_19_1 numeric
@attribute Membrane_projections_5_19_1 numeric
@attribute class {cell,back,giemsa}

@data
105,224,216,165,34,194,0,170,42.666668,0,0.333333,255,255,105,32.666668,192.666672,0,170,53.333332,0,0.333333,255,255,104.333336,21.666666,213.333328,58.666668,85,111.666664,0,0.333333,255,255,0.666667,103,27,166.333328,89,85,152.333328,27,0.666667,255,255,3,2,113.333336,46.333332,143,138,85,160,39.333332,1,255,255,2,1.333333,0,139.666672,12.666667,50.333332,63,210,54.333332,9,1.666667,255,255,0,0,0,0,122,134.333328,104.333336,255,11.333333,125,cell
103.666664,224,213,161,41,233.333328,170,32,184.333328,0,0,255,255,103,37,223.333328,170,0,189.333328,0,0,255,255,102.333336,25.333334,201.333328,182.333328,85,215.666672,0,0,255,255,2,106.666664,49.333332,160.333328,154.333328,85,177,41.666668,0.333333,255,255,1.333333,0,119,57.333332,116.666664,123.333336,85,124,38.666668,1,255,255,0.333333,0,0,140.666672,17,44.333332,56,200,47.333332,9,1.666667,255,247.666672,0,0,0,0,125.333336,134.666672,111.333336,255,8.333333,126.333336,cell
104.333336,224,207,160,44.333332,217.333328,76,170,146,0,0,255,255,104,41.666668,207.666672,103,170,147,0,0,255,255,103,21,174,139,170,171.333328,0,0.666667,255,255,1.666667,105.333336,47.666668,151.333328,115.333336,85,177,43.333332,0.666667,255,255,1,0.666667,117.333336,59.333332,115.666664,129.333328,85,119.666664,42.666668,0.666667,255,255,0.666667,0,0,140,16.666666,45.333332,58.333332,209,47,12,0.333333,255,233,0,0,0,0,123.666664,134.333328,109.666664,255,8.666667,124.333336,cell
105,223,212,162,45.333332,214.333328,123.666664,0,210.333328,0,1,255,255,104.333336,39.333332,216,122.333336,0,217.666672,0,1,255,255,102.333336,13.666667,226.333328,112.333336,85,250.333328,0,1,255,255,1.666667,105.666664,58.666668,181.333328,103.333336,85,219.666672,50.333332,1,255,255,2,0.666667,116.333336,60.666668,110.333336,134.666672,217.333328,113.666664,37.666668,0.666667,255,255,1.666667,0.333333,0,139.333328,16,45.333332,60,215.666672,46,13.666667,0.666667,255,223,0,0,0,0,122,133.333328,109.666664,255,8.333333,122,cell
99.666664,223,227,159,21.333334,252.333328,162.333328,85,255,9.666667,1,255,255,99.666664,17.666666,253.666672,154.666672,85,255,10.666667,1,255,255,101.666664,37.666668,255,106.666664,85,255,21.333334,0.666667,255,255,1,106.333336,79.666664,221,91.666664,85,240,54.666668,0.666667,255,255,1.666667,0.666667,116.666664,62.666668,102,136.333328,255,106.333336,29.666666,0.333333,255,255,1,0,0,139.333328,15.333333,45.333332,60.333332,219,45.666668,15,0,255,219.333328,0,0,0,0,121.666664,132,109.333336,255,7,122.333336,cell
103.666664,225,216,165,74.666664,255,74,0,255,0,0.666667,255,255,103,73.333336,255,83,0,255,0,0.666667,255,255,100,66,255,85,0,255,0,0.666667,255,255,3.666667,97.666664,82,242.333328,91.333336,85,255,7.666667,0.333333,255,255,8,4,109.666664,53.333332,138,171.666672,255,135,54,0.666667,255,255,3.666667,0.333333,0,137.666672,10,51,67.333336,235.666672,51.666668,16,0.666667,255,232,0,0,0,0,117.333336,130,105.666664,255,8.333333,117.333336,cell
93.333336,225,198,141,173.666672,255,0,0,255,0,0.666667,255,255,92.666664,171.666672,255,0,0,255,0,0.666667,255,255,89.333336,154.666672,255,4,0,255,0,0.333333,255,255,3.666667,88,91.666664,240.666672,216.666672,85,255,0,0.666667,255,255,5,1.333333,104,40,177,210.666672,255,173,70,1,255,255,0,0,0,137,4.666667,54.666668,72.333336,249.666672,55.333332,16.666666,0.666667,255,240,0,0,0,0,114.666664,128.666672,101,255,10.333333,114.666664,cell
104.666664,224,201,158,100.333336,255,0,170,117.666664,0,1,255,255,104,100,255,0,170,119,0,1,255,255,100.333336,98.333336,255,0,170,128,0,1,255,255,3.666667,93.333336,71.666664,193,55.333332,0,215.666672,0,1,255,255,10.666667,6.666667,104.333336,36,170,193,255,184,50.666668,1,255,255,4.333333,2,0,137.333328,5,55,72,243.666672,56.666668,15,0.666667,255,253.333328,0,0,0,0,116.666664,132.333328,99.333336,255,12.333333,119.333336,cell
96.333336,224,188,141,157.333328,255,0,85,170,0,1,255,255,96,158,255,0,85,170,0,1,255,255,91,155,255,0,85,170,0,1,255,255,5,87,85,178.666672,135.333328,0,220.333328,0,1,255,255,9.333333,4,101.666664,23.333334,191.333328,220.333328,255,204,55.333332,1,255,255,0.333333,0,0,137,4.666667,56.333332,73.333336,251.333328,58.333332,15.333333,1.333333,255,255,0,0,0,0,116.333336,133,94.333336,255,13.666667,119.333336,cell
106,224,202,160,69,255,0,85,145.666672,0,1,255,255,105.666664,70,255,0,85,147.333328,0,1,255,255,102.666664,74,255,0,85,155.666672,0,1,255,255,3,95.333336,58.333332,202.333328,12.333333,0,189.333328,0,1,255,255,10.333333,7.333333,104.333336,26,179,190,255,199.666672,39.333332,1,255,255,5.666667,2.666667,0,137.666672,6.333333,56,71.666664,239,59.333332,12.666667,2,255,255,0,0,0,0,118.666664,135,94.666664,255,14.333333,122,cell
106.333336,223,209,163,38,211,0,170,94,0,1,255,255,106,37,211.666672,0,170,97.666664,0,1,255,255,104,33.333332,207.666672,0,85,122.333336,0,1,255,255,2,100,30.333334,204.666672,64.333336,85,178.666672,12,1,255,255,6,4,107.666664,31.666666,170.666672,162.666672,85,193,36.666668,1,255,255,4.333333,3,0,138.333328,8.666667,55.333332,68.666664,223,59.333332,9.666667,2,255,255,0,0,0,0,120.333336,135,94,255,15,125.333336,cell
99.666664,226,225,164,36.333332,159,45.333332,85,133.666672,3.333333,0.666667,255,255,99.666664,35.666668,164,54.666668,85,142,2.666667,0.666667,255,255,100.666664,28.666666,181.666672,85,85,168.333328,2.333333,0.666667,255,255,0,101.333336,18.666666,176,85,85,181.333328,51.333332,0.666667,255,255,0.666667,1,112,35,166.333328,141.666672,85,186.333328,29.666666,1,255,255,0,0,0,139.666672,10.666667,53.666668,65.333336,205.666672,59.333332,7.333333,2,255,255,0,0,0,0,121.666664,136,93,255,15.666667,128,cell
97.666664,226,231,164,44.333332,255,206.666672,170,255,15.666667,0.333333,255,255,97.666664,39.666668,255,212.666672,170,255,14.333333,0.333333,255,255,97,26.666666,248.666672,237.333328,170,255,18,0.333333,255,255,1,103.666664,34.666668,160,166,170,182,72,0.333333,255,255,0,0,116.666664,36.333332,164.333328,127,85,181.333328,16.666666,1,255,255,0,0,0,141,12,52.333332,61.666668,145,59.333332,5.666667,1.333333,255,255,0,0,0,0,123,138.666672,93.333336,255,16.666666,130,cell
89,227,243,156,82,255,255,170,255,0,0,255,255,90.666664,84.333336,255,255,170,255,0,0,255,255,99.333336,89.333336,255,255,170,255,32.333332,0,255,255,0,109,62,167,182.333328,248,183.666672,78,0.666667,255,255,0,0,121,35.333332,165.666672,117.333336,85,179.333328,0,1,255,255,0,0,0,142.333328,13,50.666668,57.333332,101.666664,58.333332,3.666667,1.333333,255,255,0,0,0,0,126.333336,146,94.333336,255,18,132.666672,cell
87,226,232,145,79,255,255,255,255,176,0,255,255,88,78.666664,255,255,255,255,180.666672,0,255,255,97,74.666664,255,255,255,255,189.666672,0.333333,255,255,0,108.666664,54.666668,205,224.666672,255,206,89.666664,0.666667,255,255,0,0,121.333336,34.666668,158,116.333336,85,173,0,1,255,255,0,0,0,142,12.666667,50,57,104.666664,57.666668,3.666667,2,255,255,0,0,0,0,126,146.333328,99,255,18.666666,130.666672,cell
97,225,232,160,55.666668,251,254.666672,255,255,48,0.333333,255,255,96.666664,49,254.666672,255,255,255,61,0.333333,255,255,96,31.333334,255,255,255,255,114,0.333333,255,255,1,103.666664,32.333332,183.666672,200,255,198.333328,92.333336,0.333333,255,255,0,0,117.333336,36.333332,157.333328,124.666664,85,173.333328,16,1,255,255,0,0,0,141,11.666667,51.333332,60.666668,142.666672,58.333332,5.666667,2,255,255,0,0,0,0,122.666664,138.666672,95.666664,255,16.333334,129.333328,cell
100,225,230,165,37.666668,213,85,170,112.333336,16,0.333333,170,170,100,38,217,85,170,114,16,0.333333,255,190.333328,100.666664,32.333332,164,85,170,126,16.333334,0.333333,255,255,0.666667,102,17.666666,152.333328,103,85,164.666672,58,0.666667,255,255,1.333333,1,113,36.333332,156.666672,136,85,176.333328,30,1,255,255,0,0,0,139.666672,10.666667,53,64.333336,198.333328,58.666668,7.333333,2,255,255,0,0,0,0,121.666664,135.333328,97,255,14.333333,126.666664,cell
106,224,214,165,34.666668,204.666672,0,170,32,0,0.666667,255,255,106,33.333332,202.333328,0,170,33.666668,0,0.666667,255,255,104.333336,26,191.666672,0,85,57.333332,0,0.666667,255,255,1,101.333336,23.666666,204,85,85,150.333328,27.666666,0.666667,255,255,4.333333,3.666667,109.333336,35,158.333328,151.666672,85,180,38.333332,1,255,255,4.333333,3,0.333333,138.666672,9,54,67.666664,218,58.333332,9.666667,2,255,255,0,0,0,0,120.333336,134.333328,98.666664,255,13.666667,124.666664,cell
108.333336,224,207,166,36.666668,255,0,170,83.333336,0,0.666667,255,255,108,38,255,0,170,81,0,0.666667,255,255,105.666664,45,255,0,170,85,0,1,255,255,2.333333,99,46,197.333328,36.666668,0,162.333328,0,1,255,255,9.333333,6.666667,106.333336,34.666668,162.666672,171.666672,255,183.333328,42,1,255,255,6.666667,4.666667,0.333333,137.666672,7,54.666668,70,232.333328,58,12.666667,1.333333,255,255,0,0,0,0,119,134.333328,98,255,13,123,cell
104.666664,224,201,158,100.333336,255,0,170,117.666664,0,1,255,255,104,100,255,0,170,119,0,1,255,255,100.333336,98.333336,255,0,170,128,0,1,255,255,3.666667,93.333336,71.666664,193,55.333332,0,215.666672,0,1,255,255,10.666667,6.666667,104.333336,36,170,193,255,184,50.666668,1,255,255,4.333333,2,0,137.333328,5,55,72,243.666672,56.666668,15,0.666667,255,253.333328,0,0,0,0,116.666664,132.333328,99.333336,255,12.333333,119.333336,cell
96.333336,224,188,141,157.333328,255,0,85,170,0,1,255,255,96,158,255,0,85,170,0,1,255,255,91,155,255,0,85,170,0,1,255,255,5,87,85,178.666672,135.333328,0,220.333328,0,1,255,255,9.333333,4,101.666664,23.333334,191.333328,220.333328,255,204,55.333332,1,255,255,0.333333,0,0,137,4.666667,56.333332,73.333336,251.333328,58.333332,15.333333,1.333333,255,255,0,0,0,0,116.333336,133,94.333336,255,13.666667,119.333336,cell
90.333336,232,186,141,198,255,85,85,207,0,1,255,255,88.666664,194,255,85,85,206.333328,0,1,255,255,80.333336,169.333328,255,170,0,211.666672,0,1,255,255,7.666667,81.666664,89.666664,246.333328,244.333328,0,255,0,1,255,255,8.333333,1,101.666664,31.666666,204.666672,228,255,215.333328,57.333332,1,255,255,0,0,0,137.666672,10,55,72,253,56.333332,16,2,255,247,0,0,0,0,116.333336,133.666672,95,255,13.666667,117.333336,cell
100.666664,229,209,164,90.666664,255,0,0,255,0,0.333333,255,255,100.333336,92,255,0,0,255,0,0.333333,255,255,97.666664,96.333336,255,5.333333,0,255,0,0.333333,255,255,2.666667,93.666664,85,255,139,0,255,0,0.333333,255,255,6.333333,4,108.666664,54.666668,185.666672,197.666672,255,203,35.333332,1.666667,255,255,1.666667,0,0,140,16.666666,50.666668,65.666664,235.333328,52.333332,13.333333,2,255,246,0,0,0,0,122,136.666672,102.666664,255,12.666667,125,cell
105,226,208,164,26.333334,241.333328,0,0,222.666672,0,0.333333,255,255,104.666664,25.333334,245.333328,0,0,243.666672,0,0.333333,255,255,102.666664,26.333334,255,77.666664,0,255,0,0.333333,255,255,2.333333,101,60.333332,255,85,85,255,0,1,255,255,3.666667,2.333333,113.333336,57.666668,173,163.333328,85,192.333328,33.333332,1.666667,255,255,1.333333,0,0,140.666672,17.666666,49,62.333332,219.666672,52,10.333333,1.333333,255,255,0,0,0,0,124,137,103,255,12.666667,128.333328,cell
102.333336,227,219,167,28.333334,166,181,85,185.666672,3.666667,0.666667,255,255,101.666664,24.333334,164,179.666672,170,180.333328,10.333333,0.666667,255,255,101,16.333334,181.666672,161,170,203.666672,11,1.333333,255,255,0.666667,105.333336,52,222.666672,116.333336,85,235,55.666668,1,255,255,0,0,117.666664,58.666668,164.333328,137.666672,85,181.333328,28,2,255,255,0,0,0,142.333328,18.333334,47.666668,58,190.666672,52,7.666667,1.333333,255,255,0,0,0,0,125.666664,138.333328,102,255,13.333333,130,cell
99.333336,228,220,164,36,149,33.333332,0,168.666672,0,0.666667,255,255,99.666664,34,154.333328,45.333332,0,171,0,0.666667,255,255,100.666664,22.333334,170,85,0,179,0,0.666667,255,255,0,102.333336,31,198.666672,90.333336,85,202.666672,46.666668,1,255,255,0.333333,0.333333,114,44.666668,169.666672,143.333328,85,188.666672,29,1,255,255,0,0,0,140.333328,14,52.333332,63.666668,203.666672,57.333332,7.666667,1.333333,255,255,0,0,0,0,122.666664,136.666672,94,255,15.333333,129,cell
99.666664,226,225,164,36.333332,159,45.333332,85,133.666672,3.333333,0.666667,255,255,99.666664,35.666668,164,54.666668,85,142,2.666667,0.666667,255,255,100.666664,28.666666,181.666672,85,85,168.333328,2.333333,0.666667,255,255,0,101.333336,18.666666,176,85,85,181.333328,51.333332,0.666667,255,255,0.666667,1,112,35,166.333328,141.666672,85,186.333328,29.666666,1,255,255,0,0,0,139.666672,10.666667,53.666668,65.333336,205.666672,59.333332,7.333333,2,255,255,0,0,0,0,121.666664,136,93,255,15.666667,128,cell
100,225,230,165,37.666668,213,85,170,112.333336,16,0.333333,170,170,100,38,217,85,170,114,16,0.333333,255,190.333328,100.666664,32.333332,164,85,170,126,16.333334,0.333333,255,255,0.666667,102,17.666666,152.333328,103,85,164.666672,58,0.666667,255,255,1.333333,1,113,36.333332,156.666672,136,85,176.333328,30,1,255,255,0,0,0,139.666672,10.666667,53,64.333336,198.333328,58.666668,7.333333,2,255,255,0,0,0,0,121.666664,135.333328,97,255,14.333333,126.666664,cell
86.666664,216,202,122,24.333334,222,170,85,207.333328,23,0.666667,255,255,86.333336,21.666666,213.333328,170,85,203,23.666666,0.666667,255,255,86,23,182.666672,187.666672,170,181.333328,29,0,255,208.666672,1.333333,90.333336,40.666668,168.666672,178.666672,170,185.333328,30.333334,0,255,255,1,0,99.333336,42.666668,81.333336,109,255,85,24,0,255,255,0,0,0,116,28,37.666668,49.666668,170,40,11.333333,0,255,238.666672,0,0,0,0,103.333336,113.666664,89,255,7.666667,103,cell
88,216,201,124,25,215.333328,170,0,204,0,0,255,255,87.666664,24.666666,209.333328,170,0,204.666672,0,0,255,255,88.333336,32.666668,198.333328,190.333328,85,210.666672,0,0,255,255,0.666667,91.666664,45.333332,165,163.666672,170,194,1.333333,0,255,255,0.666667,0,99,43.666668,67.666664,83.333336,204,76,7,0,255,189.333328,0,0,0,114.333336,27,38.666668,52,174.333328,38.333332,14,0,255,209,0,0,0,0,102.666664,116.666664,91.333336,255,7.666667,102.666664,cell
89,218,189,124,40.333332,218,205.333328,0,245.666672,0,0,255,255,89.333336,41,216.333328,206.333328,0,242.333328,0,0,255,255,90.666664,47.666668,211.666672,204.666672,0,226.666672,0,0,255,255,0,93.666664,49,168,136.666672,0,199.666672,0,0,255,255,0,0,99.333336,44,59.666668,59.666668,85,70.666664,3.666667,0.333333,255,200,0,0,0,112.666664,26.666666,39,54,182.666672,37.333332,16.666666,0,255,170.333328,0,0,0,0,102.333336,116.666664,92,255,7.666667,101,cell
87.333336,220,209,130,38,169,113,106.333336,165.666672,0,0,255,255,87.333336,37,160.666672,114.333336,170,162.666672,0,0,255,255,87,31.666666,145.333328,130.333328,170,165.666672,11.666667,0,255,255,0.666667,89.333336,30.333334,128.333328,124.333336,85,155.666672,0,0,255,255,0.333333,0,94.333336,37.333332,58,60.666668,144.333328,70.666664,1.666667,0,255,255,0,0,0,109.666664,23.333334,44.333332,61,198,41.666668,19.333334,0,255,179.666672,0,0,0,0,97,113,83,255,9,97,cell
84.666664,222,218,131,31.666666,202,170,255,163.666672,68.333336,0,255,255,84.666664,30.333334,192,170,255,155.666672,66,0,255,255,84.666664,23.333334,124.666664,145.333328,170,114,44.666668,0,255,255,0.666667,87,20.333334,60.666668,71.333336,223,70.666664,2,0.333333,255,255,1,0.333333,90,31.666666,64,58.666668,85,80.333336,0,0,255,255,0.333333,0,0,107.333336,19.333334,48.666668,67.333336,219.666672,45.333332,22,0,255,186.666672,0,0,0,0,93,110.333336,75.666664,255,11,94.333336,cell
83,222,219,128,26.333334,219.333328,207.666672,170,210.333328,62.666668,0.666667,255,255,83,23.666666,203.333328,196.333328,170,201.333328,59.333332,0.666667,255,255,84,16.333334,119.666664,113.333336,85,143.333328,23.333334,0.666667,255,255,0.333333,85.666664,19.666666,109.333336,31,85,79.333336,11.666667,0.666667,255,255,0,0,86.333336,28.666666,75,62.333332,85,95.333336,2.666667,0,255,255,1,1,1.333333,106,15.666667,52.333332,72.333336,246.666672,48.333332,24,0,255,189.333328,0,0,0,0,91,107.666664,71.333336,255,11.666667,93,cell
86,220,211,128,20.333334,255,36,0,255,0,0.666667,255,255,86,18,255,34.666668,0,255,0,0.666667,255,255,85.333336,14.666667,227.333328,25.333334,0,204.333328,0,0.666667,255,255,0.666667,83.333336,34,187.333328,18,0,143,0,0,255,255,2.666667,2,83,26.333334,88.333336,79.333336,85,116.333336,6.333333,0,255,255,5,4.333333,2.333333,104.666664,13.333333,55,76.666664,255,50.333332,26.333334,0,255,186.666672,0,0,0,0,89,106,69,255,12.333333,92.333336,cell
86,223,216,134,51.666668,255,17.333334,0,255,0,0,255,255,85.333336,53.333332,255,16.333334,0,255,0,0,255,255,82.666664,63.333332,255,12,0,255,0,0,255,255,3,78,61.666668,198.666672,25.333334,0,207.333328,0,0,255,255,7.666667,5,80,30,106.666664,112.666664,85,143.333328,8,0,255,255,8.333333,5.333333,0.333333,104.333336,13.666667,57,79,255,50.666668,28.333334,0,255,177.666672,0,0,0,0,88,103.666664,66.666664,255,13.333333,92.666664,cell
74,225,220,118,170,255,85,0,255,0,0,255,255,73,168,255,85,0,255,0,0,255,255,70,144,255,81,0,255,0,0,255,255,3.666667,69,87,222.666672,121.333336,85,236.666672,0,0,255,255,5.333333,2,78,36,132.666672,156.333328,170,172.666672,8.666667,0,255,255,1.333333,0,0,105.333336,15.666667,57.333332,80.333336,255,50.333332,30,0,255,164,0,0,0,0,87,103.333336,63.666668,255,14.666667,91.666664,cell
78.333336,222,216,120,91.666664,235.333328,0,0,251.333328,0,0,255,255,78.333336,92,232.333328,0,0,251.666672,0,0,255,255,76.333336,89.333336,223.333328,26.666666,0,253.666672,0,0,255,255,2,73.666664,63.666668,230,71,85,251,0,0,255,255,4.666667,3,81.333336,37,129.333328,143,85,171,11.333333,0,255,255,1.666667,0,0,106.666664,18.333334,55.666668,77,255,49.333332,27.666666,0,255,204,0,0,0,0,88.666664,105.333336,63.666668,255,15.666667,96,cell
71,219,213,105,179.666672,255,62,0,255,0,0,255,255,70,177,255,68.666664,0,255,0,0,255,255,66.666664,154,255,90,0,255,0,0,255,255,3.666667,68,93,255,235,85,255,0,0,255,255,3.333333,0,81.666664,47.333332,143.666672,164,170,182.666672,11,0,255,255,0,0,0,108,21.666666,54.666668,76,255,48,28,0.333333,255,175.666672,0,0,0,0,87.666664,105.333336,59,255,17.666666,92.666664,cell
83.333336,223,219,131,69.666664,255,26.666666,0,255,0,0,255,255,83,71.666664,255,33.333332,0,255,0,0,255,255,80.666664,81.666664,255,74.333336,0,255,0,0,255,255,2.666667,78,78.666664,255,90.666664,0,255,0,0,255,255,6.333333,4,86.666664,51.333332,128.333328,134,85,160,15.666667,0,255,255,3,0.333333,0,110.333336,24.333334,51.333332,71.333336,255,46.666668,24.666666,0.333333,255,210,0,0,0,0,90.333336,107,65.666664,255,17,98,cell
86.666664,224,225,140,33.666668,230.666672,89,170,147.666672,3.666667,0,255,255,86.666664,32.666668,236.333328,85,170,162,0.666667,0,255,255,85.666664,37,255,85,85,255,0,0,255,255,2,85,62.333332,255,85,85,255,0,0,255,255,4.333333,2.666667,91.666664,53.333332,114,111.333336,85,132,22.333334,0,255,255,3,1.333333,0,113,26.666666,48,66,235.666672,44.666668,21,0.333333,255,239.333328,0,0,0,0,93.666664,107,70,255,14.333333,102,cell
82,221,218,125,26.666666,169.666672,31.333334,0,202.666672,0,0,170,255,82,25.333334,168.666672,34,0,199,0,0,255,255,83,20,189.666672,52,85,202.333328,0,0,255,255,0,83,35,220.333328,85,85,236,0,0,255,255,0,0.666667,89.333336,43,116,122.333336,85,140,24,0,255,255,0,0.333333,0,111.666664,25,49,67,224.333328,46,21,0,255,255,0,0,0,0,92.666664,104.666664,67.333336,255,15,99.666664,cell
83.333336,219,218,125,38.333332,219.666672,129,85,238,0,0.333333,255,255,83.333336,36,208.333328,135.333328,85,232,0,0,255,255,84.666664,27.333334,163,143.333328,170,184,0,0,255,255,0,86.333336,36,177.333328,110,85,205,12.666667,0,255,255,0,0.333333,94.333336,46.333332,106.666664,119.666664,85,115.666664,32,0,255,255,0,0,0,115,27.666666,45.333332,60.666668,191.333328,44,17.333334,0,255,255,0,0,0,0,97,106.333336,71.333336,255,12,102.666664,cell
79.333336,218,225,120,23.333334,203,167.666672,170,238,15.666667,0,255,255,79.666664,22,195.333328,160,170,228.333328,13.666667,0,255,255,82.333336,18.333334,139,123,170,170,1.333333,0,255,255,0,84.333336,20.333334,127,115.333336,85,166.666672,14,0,255,255,0,0,92.333336,38.666668,109.333336,133,85,119.333336,34.333332,0,255,255,0,0,0,114.333336,26,46,61,178.333328,45.666668,16.666666,0,255,255,0,0,0,0,96,105.333336,75,255,11,102,cell
80.333336,222,229,128,27.666666,136.666672,138.666672,170,150.333328,31.333334,0,255,255,80.333336,26.333334,128.333328,133.666672,170,142,29,0,255,255,81.666664,16.666666,93.333336,108.666664,170,111.333336,18.333334,0,255,255,0,83.333336,10.666667,102,123.333336,85,123.333336,20.333334,0,255,255,0,0,92,33,110,142.333328,170,116.666664,35.666668,0,255,255,0,0,0,114.333336,25.666666,46,59.666668,170,46.666668,15.333333,0,255,255,0,0,0,0,97,105.666664,79.333336,255,9.333333,100.333336,cell
83,223,221,130,22.666666,162.333328,60,0,182,0,0,255,255,83,21.666666,151,69,0,175.333328,0,0,255,255,82.666664,16,127,140.333328,86.333336,146,23.666666,0,255,255,0.333333,84.666664,23.333334,163.333328,190,255,162.333328,61,0,255,255,0,0,96.666664,41.333332,111.333336,149.666672,255,105,47.333332,0,255,220.666672,0,0,0,117.666664,28,42.333332,53.666668,170,45,11.666667,0,255,255,0,0,0,0,101,108.333336,85.666664,255,7.333333,104.333336,cell
81.666664,224,221,130,19.666666,146.666672,69.333336,0,142.666672,0,0,255,255,81.666664,18.333334,141,77.333336,0,143.333328,0,0,255,255,82,10.666667,151.666672,135.666672,170,163,19.666666,0,255,255,0.333333,84.666664,20.333334,181.333328,206.666672,255,178.333328,63.333332,1.666667,255,230.666672,0,0,96.666664,40,115.333336,156.666672,255,107.333336,52,0,255,255,0,0,0,118.333336,27.333334,41.666668,51.666668,170,46,9.333333,0,255,255,0,0,0,0,102,108.333336,85,255,7.333333,105,cell
82,223,214,127,24.333334,134.333328,70.666664,0,155.333328,0,0.333333,255,255,82,23,133.333328,78.666664,85,159.666672,0,0.333333,255,255,82,15.666667,175.666672,192.333328,170,195,28,0.666667,255,255,0.333333,85,26.333334,198,231,255,199,65,1,255,255,0,0,98.333336,41,117,160.333328,255,109.333336,52,0,255,255,0,0,0,119.333336,27.333334,40.333332,48.666668,169,46.333332,7.333333,0,255,255,0,0,0,0,103.666664,110.666664,86,255,7.666667,106.333336,cell
83.333336,221,214,126,30.333334,210.333328,195.333328,170,230.666672,21.333334,0.666667,255,255,83.333336,27.333334,214.333328,203.666672,170,229,22,0.666667,255,255,82.333336,17.666666,225.333328,241,255,228.666672,47,1,255,255,0.666667,87.333336,39,212.333328,246.333328,255,212.333328,86.333336,1,255,255,0,0,101.333336,44,115,158,255,112,45.666668,0,255,255,0,0,0,121.333336,28,38.333332,45,129,45.666668,5.666667,0,255,255,0,0,0,0,107,115,91,255,7.666667,109,cell
