@relation segment

@attribute original numeric
@attribute Hue numeric
@attribute Saturation numeric
@attribute Brightness numeric
@attribute Sobel_filter_0.0 numeric
@attribute Hessian_0.0 numeric
@attribute Hessian_Trace_0.0 numeric
@attribute Hessian_Determinant_0.0 numeric
@attribute Hessian_Eigenvalue_1_0.0 numeric
@attribute Hessian_Eigenvalue_2_0.0 numeric
@attribute Hessian_Orientation_0.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_0.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Hessian_1.0 numeric
@attribute Hessian_Trace_1.0 numeric
@attribute Hessian_Determinant_1.0 numeric
@attribute Hessian_Eigenvalue_1_1.0 numeric
@attribute Hessian_Eigenvalue_2_1.0 numeric
@attribute Hessian_Orientation_1.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_1.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Hessian_2.0 numeric
@attribute Hessian_Trace_2.0 numeric
@attribute Hessian_Determinant_2.0 numeric
@attribute Hessian_Eigenvalue_1_2.0 numeric
@attribute Hessian_Eigenvalue_2_2.0 numeric
@attribute Hessian_Orientation_2.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_2.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_2.0 numeric
@attribute Difference_of_gaussians_2.0_1.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Hessian_4.0 numeric
@attribute Hessian_Trace_4.0 numeric
@attribute Hessian_Determinant_4.0 numeric
@attribute Hessian_Eigenvalue_1_4.0 numeric
@attribute Hessian_Eigenvalue_2_4.0 numeric
@attribute Hessian_Orientation_4.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_4.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_4.0 numeric
@attribute Difference_of_gaussians_4.0_1.0 numeric
@attribute Difference_of_gaussians_4.0_2.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Hessian_8.0 numeric
@attribute Hessian_Trace_8.0 numeric
@attribute Hessian_Determinant_8.0 numeric
@attribute Hessian_Eigenvalue_1_8.0 numeric
@attribute Hessian_Eigenvalue_2_8.0 numeric
@attribute Hessian_Orientation_8.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_8.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_8.0 numeric
@attribute Difference_of_gaussians_8.0_1.0 numeric
@attribute Difference_of_gaussians_8.0_2.0 numeric
@attribute Difference_of_gaussians_8.0_4.0 numeric
@attribute Gaussian_blur_16.0 numeric
@attribute Sobel_filter_16.0 numeric
@attribute Hessian_16.0 numeric
@attribute Hessian_Trace_16.0 numeric
@attribute Hessian_Determinant_16.0 numeric
@attribute Hessian_Eigenvalue_1_16.0 numeric
@attribute Hessian_Eigenvalue_2_16.0 numeric
@attribute Hessian_Orientation_16.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_16.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_16.0 numeric
@attribute Difference_of_gaussians_16.0_1.0 numeric
@attribute Difference_of_gaussians_16.0_2.0 numeric
@attribute Difference_of_gaussians_16.0_4.0 numeric
@attribute Difference_of_gaussians_16.0_8.0 numeric
@attribute Membrane_projections_0_19_1 numeric
@attribute Membrane_projections_1_19_1 numeric
@attribute Membrane_projections_2_19_1 numeric
@attribute Membrane_projections_3_19_1 numeric
@attribute Membrane_projections_4_19_1 numeric
@attribute Membrane_projections_5_19_1 numeric
@attribute class {cell,back,giemsa}

@data
192.666672,203,46,208,76.666664,255,85,170,197.333328,0,0.333333,255,255,192.666672,72.333336,255,85,85,191.666672,0,0.333333,255,255,190.666672,49,230.333328,30,85,146.333328,0,0.333333,255,255,2.666667,187.333328,27.666666,122,6.333333,0,110,0,0.666667,255,255,7,4,190.666672,17.666666,81.333336,109,217.666672,87.666664,22,0.333333,255,255,3.666667,1.666667,0,202.666672,12.333333,15,17.666666,89.333336,15.333333,4.333333,1,255,87.666664,0,0,0,0,197,208.666672,185.666672,255,7.666667,196.666672,cell
173,211,83,195,109.666664,225.666672,153,170,231.666672,85,0,255,255,173.666672,103.333336,221,154.666672,170,228,81.333336,0,255,255,177,65.666664,206,179.666672,170,215.666672,66.666664,0,255,255,0.333333,181,19.333334,115.666664,131.333328,255,124,28.666666,0,255,255,0,0,189,20.666666,84.666664,115,185.666672,75.333336,41,0,255,255,0,0,0,204,8,21.333334,26.666666,114,24.666666,4,0,255,230.666672,0,0,0,0,194.666672,200.666672,189.333328,255,3.666667,193.666672,cell
187.333328,202,91,220,87.666664,243.333328,0,0,166.333328,0,0,255,255,186.666672,81,241,0,0,158.333328,0,0,255,255,184,48.333332,220,0,85,101.333336,0,0,255,255,3,181.666672,17,65.666664,43.333332,85,69.666664,11.333333,0,255,255,5.666667,2.666667,187,11.333333,92.333336,123.333336,177.333328,84.666664,40.666668,0,255,255,3.666667,1,0,204,6.666667,23.666666,30.333334,131.333328,26,5.333333,0,255,212.333328,0.333333,0,0,0,194,200.333328,183,255,5,194.333328,cell
190.333328,196,83,224,43.666668,255,0,170,85,0,0,255,255,189.666672,41.666668,255,0,170,85,0,0,255,255,186,29.333334,255,0,170,81.666664,0,0,255,255,4,181,12.333333,81,21.333334,0,92.333336,0,0,255,255,8.333333,4.333333,186.333328,3.333333,95,126.666664,181.333328,88.333336,41,0,255,255,4,2.333333,0.333333,204.333328,6.666667,24.333334,32.333332,147.333328,26,6.666667,0,255,199,1.666667,0,0,0,193.666672,201,184.666672,255,5,194,cell
192,197,75,222,43.333332,255,0,85,170,0,0,255,255,190.666672,41,255,0,85,170,0,0,255,255,184.333328,28.333334,255,0,0,198,0,0,255,255,6.333333,181.333328,11.333333,137.333328,50,0,160.333328,0,0,255,255,9.666667,3.333333,187,9,93,125.333336,207,85,41.333332,0,255,255,3.666667,1,0,205,7.666667,25,33,157.333328,25.666666,7.666667,0,255,178.666672,0.333333,0,0,0,194,202.333328,185,255,5.333333,194,cell
186.666672,201,82,216,55,255,0,0,255,0,0,255,255,186.666672,52,255,0,0,255,0,0,255,255,184,35.666668,255,0,0,255,0,0,255,255,2,182.333328,24,177.333328,76,0,177.666672,0,0,255,255,3.666667,1.333333,188.666672,18.333334,87.666664,119.333336,244,76.666664,42.666668,0,255,246.333328,1.333333,0.666667,0,205.666672,10,23.666666,32,157.333328,24,8,0,255,140.666672,0,0,0,0,195.666672,203,189,255,4.666667,195.333328,cell
179.333328,202,96,212,79.333336,246.666672,40,0,187.666672,0,0,255,255,180,75.333336,245.666672,41,85,184.333328,0,0,255,255,182.666672,50.666668,246.333328,61,0,200,0,0,255,255,0,183,25.666666,158.666672,85,85,147,6.333333,0,255,255,0,1,189,19.333334,85.333336,117.666664,255,74.333336,43,0,255,253.333328,0,0.333333,0,205.666672,9.666667,22.666666,29.666666,140.666672,23.333334,6.333333,0,255,160.666672,0,0,0,0,196,202,188.666672,255,4.333333,196.666672,cell
192,203,94,226,45,255,85,170,85,0,0.333333,255,255,191.333328,45.333332,255,85,170,85,0,0.333333,255,255,189.333328,48.666668,255,85,170,100.333336,0,0,255,255,2.666667,187,39.333332,178.666672,85,170,116.666664,0,0,255,255,6.666667,4,191.666672,27,77,107.333336,255,64.666664,42.333332,0.333333,255,183.333328,6.666667,4.333333,0.666667,206.666672,12,20.333334,27.333334,134.666672,20.333334,6.666667,0,255,108,1.666667,0.333333,0,0,199,207.666672,190.666672,255,5.666667,200,cell
194.333328,203,86,225,68.666664,255,85,85,170,0,0.333333,255,255,194.666672,68.666664,255,85,85,170,0,0.333333,255,255,195,69.666664,255,85,85,154.333328,0,0,255,255,1,192.666672,49.666668,162.333328,59,170,84,0,0,255,255,5,4.333333,195.666672,33.666668,67.666664,93.666664,255,60,34,0.333333,255,178.333328,5.666667,4.666667,0.666667,208.333328,13.333333,17.333334,23,122.666664,16.666666,6,0,255,65.666664,1.333333,0.666667,0,0,202.666672,210.333328,191.666672,255,5.666667,203.333328,cell
207.666672,205,47,224,132.333328,255,0,85,132.666672,0,0,255,255,207.666672,125.333336,255,0,85,126,0,0,255,255,205.333328,89.666664,251.666672,0,255,43,0,0,255,255,1.666667,199,51.666668,123.666664,0,163,31.666666,0,0.333333,255,255,8.666667,7,200,38.333332,58,77,255,55.666668,21,0.333333,255,125.333336,7.666667,5.333333,0.333333,210.333328,15,13.666667,18,90.333336,13.333333,4.666667,0,255,44,0.666667,0.333333,0,0,207,215.333328,200.333328,255,5.666667,206.666672,cell
249.333328,212,17,255,18.333334,255,0,255,99,0,0,255,255,249,17,255,0,255,109.333336,0,0,255,255,245.333328,41,255,0,170,171.666672,0,0,255,255,3.666667,231,85.333336,255,0,0,215,0,0.666667,255,255,18,14.333333,222,46,61,32,0,89.333336,0,1,255,255,27,24,9.333333,226,5,9.666667,2.666667,0,12.333333,0,1,255,216,23,19.666666,5,0,228,244,202.333328,255,14.333333,232.333328,back
246.333328,228,19,255,64.666664,255,0,170,173.666672,0,0,255,255,246,71.666664,255,0,170,181.666672,0,0,255,255,241.333328,107.666664,255,0,85,224,0,0,255,255,4.666667,224.333328,121.666664,255,0,0,249,0,0,255,255,22.333334,17.666666,219,47,84,76.666664,0,109.333336,0,0,255,255,27,22.666666,5.333333,226.333328,5.333333,8.666667,4.333333,1,10.333333,0,1,255,169,20,15.333333,0.333333,0,226.333328,243.666672,205.333328,255,13.333333,226.666672,back
242.333328,25,27,255,130.666672,255,0,0,255,0,0,255,255,240.333328,132,255,0,0,255,0,0,255,255,229.666672,137,255,0,0,255,0,0,255,255,10.333333,216.666672,142.666672,255,0,0,255,0,0,255,255,23.666666,13,217.333328,46.666668,101.666664,101,79.333336,125,0,0,255,255,22.666666,12.333333,0.666667,226.333328,5.666667,6.333333,6.333333,10.666667,7.333333,1.333333,0.666667,180.666672,43.666668,13.666667,6,0,0,224.333328,242.666672,197,255,15.666667,228,back
247.333328,3,12,255,123.333336,255,0,0,255,0,0,255,255,245.333328,127,255,0,0,255,0,0,255,255,235.333328,135.333328,255,0,0,255,0,0,255,255,10,221.333328,134,255,0,0,255,0,0,255,255,23.666666,13.666667,219,46,82.666664,71.333336,0,111.333336,0,0,255,255,26.333334,16,2.333333,227,6,6,5.666667,11.333333,6.333333,1.666667,0.666667,167,25.333334,18.333334,8.333333,0,0,225.666672,242,202.666672,255,14,230.333328,back
255,0,0,255,36.333332,255,0,255,0,0,0.333333,255,255,254.333328,37.333332,255,0,255,0,0,0.333333,255,255,250.666672,50.333332,255,0,255,24.333334,0,0,255,255,3.666667,238.666672,71.666664,255,0,170,79,0,0,255,255,16,12.333333,225.666672,39.333332,55.666668,0,0,62,0,0,255,255,29,25,13,227.333328,5.666667,5.666667,3.666667,2,6.333333,0,0.333333,195,45.333332,27,23.333334,11.333333,0,228.666672,240.333328,197,255,14,234.333328,back
238,221,27,249,70,255,85,85,255,0,0,255,255,238.333328,67,255,85,0,252.666672,0,0,255,255,240,51.666668,254.666672,53.666668,0,219,0,0,255,255,0,239,19.666666,229.666672,0,0,133,0,0,255,255,1.666667,1.666667,229,25,82.333336,0,0,44.666668,0,0,255,255,9.333333,10.333333,10,227.333328,4.333333,8.666667,1.666667,0,8.666667,0,0.666667,180,140,11,12.666667,11.666667,2,229.333328,242.333328,188.666672,255,16,234.333328,back
229.666672,232,20,239,61.333332,246.666672,251.333328,170,255,12.333333,0,255,255,230.333328,60,241,243.666672,170,255,12.333333,0,255,255,233,51.666668,187,188.666672,85,219.333328,6.333333,0,255,255,0,235.333328,29.666666,114.666664,9,0,102,0,0,255,255,0,0,230.666672,15.666667,75.333336,0,0,34.333332,0,0,255,255,0.666667,2.333333,4.666667,227.333328,4,9.666667,0.333333,0,8,0,0.666667,255,189.666672,3.333333,5.333333,8.333333,3.333333,228.666672,238,189,255,14.666667,233.666672,back
226,241,17,235,36,240.666672,255,255,244.666672,64.666664,0.333333,255,255,226,35.666668,235.333328,255,255,237,68.666664,0.333333,255,255,228,35.333332,201,243.666672,255,193,80,0,255,255,0,231.666672,29.333334,79.333336,101.666664,255,90.666664,11.333333,0,255,255,0,0,231.333328,9.666667,60,0,0,31.333334,0,0,255,255,0,0,0.333333,227.333328,4,11.333333,0,0,8.333333,0,0.666667,255,223,0.333333,0.666667,4.333333,4,227.666672,239,194,255,13.666667,232.666672,back
225,238,14,232,20.666666,178,190.333328,255,201.333328,12.666667,0.666667,255,255,225,20,178,195.666672,255,199,14.333333,0,255,255,225.333328,18,173.333328,215.666672,255,177.666672,50,0,255,255,0.333333,228.666672,19.666666,110.666664,150.666672,255,106.333336,44,0,255,255,0,0,231,8.333333,46.666668,0,0,35,0,0,255,255,0,0,0,227,4.333333,13,0,0,8,0,0.333333,255,239.666672,0,0,1,4,227.333328,240.666672,202,255,12.666667,231,back
223.666672,14,16,232,18,192.333328,184.666672,170,203.666672,92,0,255,255,223.666672,16.666666,192,187,170,203.666672,90.666664,0,255,255,225,19.333334,188,201,255,196.666672,77.333336,0,255,255,0.333333,229.333328,24.666666,110.333336,154,255,101,53,0,255,255,0,0,232,11,38,0,0,20.333334,0,0,255,255,0,0,0,228,4.666667,11.666667,0,0,5.666667,0,0.333333,255,207.666672,0,0,1.333333,4,227.666672,236.333328,200.666672,255,11,230.666672,back
233.666672,236,14,241,75,102.666664,72,0,156,0,0,255,255,233.666672,72.333336,96.666664,73.666664,0,146.666672,0,0,255,255,233.666672,60.333332,67,74.666664,107.666664,92.333336,1.666667,0,255,255,0,235,35.666668,27,22.666666,14,36,0,0,255,255,0,0,234,10.666667,29,0,215.666672,0,0,1,255,209.333328,0,0,0.666667,229,4.666667,9.666667,0,15.333333,0.333333,0,0.333333,255,69.333336,5,5,6.333333,5,229.333328,239.666672,213,255,8.666667,232.333328,back
248.333328,212,20,255,46,229.666672,0,170,48,0,1,255,255,248,45.333332,229,0,170,45.333332,0,1,255,255,245.666672,38,219.666672,0,170,31,0,1,255,255,2.333333,241,17.666666,148.333328,0,170,24.333334,0,1,255,255,7.333333,4.666667,235.333328,4.666667,33.666668,0,203.666672,0.666667,0,0.666667,255,255,12.666667,10.333333,5.666667,229.666672,3.666667,9.666667,0,37,0,0,0.333333,255,21.333334,18.333334,16.333334,11.333333,6,233.333328,241.666672,217.666672,255,6.333333,234.666672,back
249.333328,215,16,255,51.666668,255,0,85,127.666664,0,1,255,255,249,50.333332,255,0,85,121.333336,0,1,255,255,245.666672,41,255,0,85,84,0,1,255,255,3,240,22,154.666672,0,185.333328,27,0,1,255,255,8.666667,5.666667,235,5.666667,28,0,113.333336,1.333333,0,0,255,255,14,11,5.333333,230,3,9.666667,0,35.333332,0,0,0.333333,255,27.333334,19,15.666667,10,5,235,246.666672,220.333328,255,7.333333,234.333328,back
247.333328,210,22,255,87.666664,255,0,255,15.333333,0,0,255,255,246.666672,85.333336,255,0,255,12,0,0,255,255,242,72,240.333328,0,255,11,0,0,255,255,4.333333,235,49,204.666672,0,170,43,0,0,255,255,11.333333,7,229.333328,21.666666,38.666668,3.333333,0,43.333332,0,0,255,255,17.333334,13,6,229,4.333333,5.333333,0,10,0,0,0.666667,166,9,17.666666,12.666667,6,0.666667,230.333328,240.666672,211.666672,255,8.666667,232.333328,back
241,236,27,255,49.666668,255,36,0,223,0,1,255,255,241.666672,46.666668,255,26.666666,0,223.333328,0,1,255,255,242.333328,30.666666,241.666672,0,0,217.333328,0,1,255,255,0.333333,238,23,249.666672,0,0,194.666672,0,1,255,255,3.333333,4.333333,229.666672,21,46.666668,0,0,26.333334,0,1,255,255,12,13,8.666667,227.666672,4.333333,5.666667,0,0,3,0,1.333333,226,50.666668,14,15,10.333333,2,230,244.666672,214,255,9,230.666672,back
228.666672,0,24,244,51,231.666672,225.333328,170,246,54,0.333333,255,255,229,49.666668,227.333328,220.333328,170,240.666672,53.333332,0.333333,255,255,232.333328,42.333332,201.666672,193.333328,170,211.333328,47.666668,0.333333,255,255,0,236.333328,23.333334,62.666668,32,170,48,2.333333,1,255,255,0,0,231.666672,10,57,0,255,0,0,1,255,249.333328,1.666667,2.333333,4.666667,226.666672,3.666667,9.666667,0,0,6.333333,0,1.666667,255,163.666672,3.333333,5.666667,9.666667,5,229.333328,239,214,255,7.666667,230.333328,back
236,244,31,254,58,255,169,170,170,23.666666,0,255,255,236.333328,55.333332,254.333328,159.333328,170,170,18.666666,0,255,255,237,41.666668,218,69,85,167.666672,0,0,255,255,1.333333,236.333328,23.666666,183,0,0,96,0,0,255,255,2.666667,1.333333,230,15,43.333332,0,255,0,0,0,255,187.666672,6.666667,7,7,225.666672,2.666667,11,0,0,7.666667,0,0,255,201.333328,10,10.666667,10.666667,3.666667,229.333328,241.666672,217,255,8,229.666672,back
239.333328,245,23,253,49.333332,255,0,0,226,0,0,255,255,239,46.666668,255,0,0,227.666672,0,0,255,255,238.333328,35.333332,255,0,0,209.333328,0,0,255,255,1.333333,233.666672,37.666668,234,0,0,150.666672,0,0,255,255,5.333333,4.333333,228.333328,17.666666,29,0,14,9,0,0,255,255,11.333333,10.333333,5.666667,225.666672,2,11.333333,0,0,8,0,0,255,212.666672,13.333333,12.666667,8,2.333333,228.333328,239.333328,212.333328,255,9.666667,230.666672,back
237,3,11,244,74,255,0,0,230.333328,0,0,255,255,236.666672,73.333336,255,0,0,225.666672,0,0,255,255,234.333328,74.333336,255,0,0,218.666672,0,0,255,255,2.666667,227.666672,63,227.666672,0,0,219,0,0,255,255,9,6.333333,226,18,35.333332,11.333333,0,40,0,0,255,255,10.333333,8,1.333333,225.666672,2,11.666667,0,0,8,0,0,255,222.666672,11,8.666667,2,0.666667,224.333328,238.333328,206.666672,255,11.666667,226,back
229.333328,16,5,232,139.333328,255,0,0,255,0,0,255,255,228.666672,141.666672,255,0,0,255,0,0,255,255,224.666672,129,255,0,0,255,0,0,255,255,4.333333,220.333328,73.333336,249,102,0,246.333328,0,0,255,255,8,4.333333,224.666672,15.666667,56.333332,41,0,67.666664,0,0,255,255,3.666667,2,0,225.666672,1.666667,12,0,0,8,0,0,255,232,4,2.333333,0.333333,0.333333,222,236.333328,191.666672,255,13.333333,223.666672,back
203,104,33,218,237,255,170,0,255,0,0,255,255,203.666672,237.666672,255,170,0,255,0,0,255,255,205,232.666672,255,170,0,255,0,0,255,255,2,211.333328,96.333336,255,225.666672,170,255,18,0,255,255,1.666667,1,222.666672,16.666666,65.666664,59,85,79.333336,0,1,255,255,0,0,0,225.333328,3,9.333333,0,0,7,0,0,255,177.666672,0,0,0,0,219.333328,232.333328,191.333328,255,12,222,back
179,46,101,209,255,255,255,170,255,85,0,255,255,178.333328,255,255,255,170,255,94,0,255,255,179.666672,255,255,255,255,255,170,0,255,255,7,203.333328,99,255,255,255,255,105.333336,0.333333,255,255,0,0,221,16.333334,74.666664,78.333336,87,89.333336,1.666667,1.333333,255,255,0,0,0,225,4,7.333333,0.333333,0,7,0,0,182,119.333336,0,0,0,0,216,230,190.333328,255,14,219.333328,back
143,12,131,203,255,255,255,170,255,170,0.666667,255,255,146.666672,255,255,255,170,255,170,0.666667,255,255,171.666672,255,255,255,170,255,170,1,255,255,0.666667,200.333328,88,255,255,170,255,10.666667,1.333333,255,255,0,0,219,14.666667,82.666664,96.666664,255,95,6,1,255,255,0,0,0,224.333328,4.333333,5.666667,1,0,6.666667,0,0,132.666672,88.333336,0,0,0,0,217.333328,238.333328,190,255,16.666666,217.666672,back
183.333328,239,74,218,250,255,170,0,255,0,1,255,255,185,244,255,170,0,255,0,1,255,255,191.333328,204.333328,255,170,0,255,0,1,255,255,2.333333,199,70.333336,255,255,0,255,0,1,255,255,2.666667,0.666667,217.666672,11,88.333336,113.333336,255,94.666664,18.333334,1,255,255,0,0,0,224,4.333333,5.333333,2.666667,0,7.666667,0,0,206.333328,83.666664,0,0,0,0,218.333328,243,187.333328,255,18.333334,222.666672,back
184.333328,118,25,192,255,255,255,0,255,0,1.333333,255,255,183,255,255,255,0,255,0,1.333333,255,255,180.333328,231,255,255,0,255,0,1.333333,255,255,6,193.333328,67.666664,255,255,0,255,0,1,255,255,0,0,216.666672,7,91,123.666664,255,87.333336,36.666668,1,255,255,0,0,0,223.333328,4.333333,6.333333,4,0,9,0,0,255,96.333336,0,0,0,0,213.333328,232.333328,186.333328,255,15.666667,213.666672,back
42,42,229,60,255,255,255,255,255,255,0,255,255,55.333332,255,255,255,255,255,255,0,255,255,124.333336,238,255,255,255,255,255,1.333333,255,255,0,185,49.666668,255,255,255,255,157,1.333333,255,255,0,0,216.666672,5.333333,88,123.333336,255,74,49.333332,0.666667,255,174.666672,0,0,0,223.333328,4.666667,7,5.333333,0,10,0,0,255,114.333336,0,0,0,0,209,223,186.666672,255,11.333333,211.333328,back
245,157,14,253,255,255,0,0,255,0,0.666667,255,255,236,255,255,0,0,255,0,0.666667,255,255,201.333328,255,255,255,0,255,0,0.666667,255,255,35,203,130,255,255,255,255,27,1,255,255,33.666668,0.666667,219.666672,17.333334,46,64.666664,255,40,24.666666,0.666667,255,132.666672,17,0,0,223.333328,4.666667,7.333333,3.666667,0,9,0,0,182,98.333336,13.333333,0,0,0,220.333328,244.666672,191.666672,255,17.333334,222.333328,back
240,218,21,248,214.666672,255,0,0,255,0,1,255,255,239.666672,217,255,0,0,255,0,1,255,255,229,215.666672,255,0,0,255,0,1,255,255,10.333333,217,118,250,88.666664,0,255,0,1,255,255,22.333334,12,221.666672,19,27.333334,29.666666,135,27,7.666667,1,255,216.666672,17.333334,7.333333,0,223,4.666667,6.333333,3,0,7.666667,0,0,249,86.666664,16.333334,6,0,0.666667,223,242.666672,197.333328,255,14.666667,222.333328,back
244,217,16,250,62.333332,255,0,170,93.333336,0,0.333333,255,255,244,59.333332,255,0,170,87.666664,0,0.333333,255,255,241.333328,39.333332,255,0,170,101.333336,0,1,255,255,2.333333,232,39.666668,255,0,0,177,0,1,255,255,11.666667,9.666667,225.333328,17.333334,25.333334,0,6.666667,16.333334,0,1,255,255,18.666666,16.666666,7,223.333328,4.666667,5,1.333333,0,4.666667,0,0,163.333328,48.333332,20.333334,18,8.333333,1.666667,225.666672,243.666672,195,255,14.333333,228,back
245,207,16,251,68.333336,255,0,170,85,0,1,255,255,245,67.666664,255,0,170,85,0,1,255,255,242,55.333332,255,0,170,86.333336,0,1,255,255,3,233.333328,15.333333,241.333328,0,85,108.333336,0,1,255,255,11,8,226.666672,12.666667,37.333332,0,9,16,0,1,255,255,17.666666,15.333333,6.666667,223.666672,4.666667,5,0,0,2.666667,0,0,95.666664,33.333332,20.666666,17.666666,9.666667,3.333333,226.666672,243,202,255,12.666667,229.333328,back
239,188,25,252,174.666672,255,46.666668,85,170,0,0.666667,255,255,238.333328,166.333328,255,57.666668,85,163,0,0.666667,255,255,233.666672,114.666664,228.666672,85,85,113.666664,0,0.666667,255,255,4.333333,230.333328,33.333332,134.666672,30.666666,0,94,0,0.666667,255,255,8.333333,4.333333,228,8,36.666668,0,6,14,0,1,255,255,10.666667,6.333333,2.333333,223.666672,4.666667,5,0,4,1.333333,0,0,184,23,14.333333,9.666667,6.333333,4.333333,225.333328,237.333328,204,255,10.666667,228.333328,back
245,207,16,251,68.333336,255,0,170,85,0,1,255,255,245,67.666664,255,0,170,85,0,1,255,255,242,55.333332,255,0,170,86.333336,0,1,255,255,3,233.333328,15.333333,241.333328,0,85,108.333336,0,1,255,255,11,8,226.666672,12.666667,37.333332,0,9,16,0,1,255,255,17.666666,15.333333,6.666667,223.666672,4.666667,5,0,0,2.666667,0,0,95.666664,33.333332,20.666666,17.666666,9.666667,3.333333,226.666672,243,202,255,12.666667,229.333328,back
243.666672,224,24,254,40,233.333328,0,170,85,0,0.666667,255,255,243.333328,38.333332,255,0,170,85,0,1.333333,255,255,242.666672,33.666668,255,0,170,93.333336,0,1,255,255,1.333333,234.333328,33.333332,255,0,0,157,0,1,255,255,9.333333,8.666667,225.333328,15.333333,29.333334,0,97,2.333333,0,0.333333,255,200.666672,18,17.333334,8.666667,222.333328,5.666667,5.666667,1.333333,0,5.333333,0,0,225.333328,56.666668,21,20.333334,12,3,225.666672,240.666672,191.666672,255,15.333333,231,back
242,6,21,255,110,255,0,170,145,0,0,255,255,240.666672,112.666664,255,0,170,182,0,0,255,255,233.333328,124.666664,255,0,0,255,0,0,255,255,7.666667,225.666672,86.666664,255,14.666667,0,226.666672,0,0,255,255,15,7.666667,223,16.666666,33,0,77.333336,22.666666,0,0,255,255,17.666666,10.666667,3,221.333328,6,7,4,0,8.666667,0,0,174.666672,97,19.333334,11.666667,4.333333,1.666667,225.333328,238,207.666672,255,10.666667,229,back
249.666672,226,12,255,82.333336,255,0,255,82.666664,0,0,255,255,249.666672,80.333336,255,0,255,94,0,0,255,255,244.666672,83,255,0,85,174.666672,0,0,255,255,4.333333,229,98.666664,255,0,0,242.666672,0,0,255,255,20.333334,15.666667,213.666672,40.333332,128.666672,0,0,134.333328,0,0,255,255,35.666668,30.666666,15.333333,219.333328,5.666667,12.666667,16.666666,52,15,1.666667,0,255,87,30.333334,25.666666,10,0,217.666672,244.666672,186.333328,255,19.666666,222.333328,back
253,42,6,255,147.666672,255,0,85,255,0,0,255,255,251.333328,155.666672,255,0,85,255,0,0,255,255,239,195.333328,255,0,255,197.333328,0,0,255,255,12,216.666672,176,255,0,0,229.666672,0,0,255,255,35,22.333334,208.333328,51.666668,114.666664,59,0,147.666672,0,0,255,255,43,31,8,218.666672,5.333333,14.666667,20,88.333336,15.333333,4.666667,0,255,58.333332,32.666668,20.666666,0.333333,0,213,234,183.666672,255,16,215,back
235,21,30,250,255,255,0,255,0,0,0.333333,255,255,233,255,255,0,255,0,0,0.333333,255,255,219.333328,255,255,0,255,0,0,0.333333,255,255,13.666667,195.666672,231,237,0,0,203.666672,0,0,255,255,37.666668,24,202,54.666668,135.333328,165,255,157,8.333333,0,255,255,30.666666,17.333334,0,218.333328,5,16,22.333334,123.333336,15.333333,7,0,255,33,14.333333,4,0,0,207,218.666672,180,255,11.666667,209.666672,back
217,27,45,236,255,255,0,85,170,0,0.333333,255,255,210.333328,255,255,0,85,170,0,0.333333,255,255,181.333328,255,255,0,85,234,0,0.333333,255,255,29,169,240.666672,255,255,255,255,134.333328,0,255,255,41.666668,12.333333,196.333328,48.333332,193.333328,240.333328,255,162,108.666664,0,255,255,14.666667,0,0,218,5,17,24,148.666672,14.666667,9.666667,0,255,15,1,0,0,0,201.333328,224.333328,174,255,15.666667,200.666672,back
217.333328,31,52,238,255,255,0,0,255,0,0,255,255,214.666672,255,255,0,0,255,0,0,255,255,202,255,255,0,0,255,0,0,255,255,13,190.333328,235.333328,244.666672,50.666668,0,255,0,0,255,255,24.333334,11.333333,202,59,134,184.666672,255,132.333328,52.666668,0,255,255,15.666667,3,0,218.666672,6.333333,15.333333,21.333334,117.666664,13.333333,8,0,255,16.666666,5,0,0,0,206.666672,227,185,255,14.333333,210,back
217,27,45,236,255,255,0,85,170,0,0.333333,255,255,210.333328,255,255,0,85,170,0,0.333333,255,255,181.333328,255,255,0,85,234,0,0.333333,255,255,29,169,240.666672,255,255,255,255,134.333328,0,255,255,41.666668,12.333333,196.333328,48.333332,193.333328,240.333328,255,162,108.666664,0,255,255,14.666667,0,0,218,5,17,24,148.666672,14.666667,9.666667,0,255,15,1,0,0,0,201.333328,224.333328,174,255,15.666667,200.666672,back
